Quarter	Day of the week	Hour of the day	Campaign	Currency code	Avg. CPM	Impr.	Interactions	Interaction rate	Avg. cost	Cost	Conv. rate	Conversions	Cost / conv.
Current Quarter	Thursday	9	PMAX | shopping | EU | EN	EUR	2.41	260	5	0.0192	0.13	0.63	0	0	0
Current Quarter	Tuesday	16	PMAX | shopping | EU | EN	EUR	13.11	255	8	0.0314	0.42	3.34	0	0	0
Current Quarter	Monday	12	PMAX | shopping | EU | EN	EUR	16.1	259	1	0.0039	4.17	4.17	0	0	0
Current Quarter	Saturday	0	DGen | EN	EUR	4.65	784	7	0.0089	0.52	3.65	0	0	0
Current Quarter	Saturday	4	DGen | EN	EUR	4.42	1428	9	0.0063	0.7	6.32	0	0	0
Current Quarter	Saturday	14	DGen | EN	EUR	0.36	4211	10	0.0024	0.15	1.5	0	0	0
Current Quarter	Monday	22	DGen | EN	EUR	0.97	1113	14	0.0126	0.08	1.08	0	0	0
Current Quarter	Sunday	8	DGen | EN	EUR	0.51	3298	11	0.0033	0.15	1.67	0	0	0
Current Quarter	Wednesday	9	PMax | Rem | NL | New	EUR	11.89	523	24	0.0459	0.26	6.22	0	0	0
Current Quarter	Monday	17	PMax | Rem | NL | New	EUR	17.61	682	42	0.0616	0.29	12.01	0.0238	1	12.01
Current Quarter	Saturday	11	S | General | EU | EN	EUR	33.72	151	8	0.053	0.64	5.09	0	0	0
Current Quarter	Wednesday	13	S | General | EU | EN	EUR	60.86	93	5	0.0538	1.13	5.66	0	0	0
Current Quarter	Friday	6	PMax | Rem | CA | EN	EUR	1.26	12	1	0.0833	0.02	0.02	0	0	0
Current Quarter	Monday	0	PMax | Rem | CA | EN	EUR	3.95	36	1	0.0278	0.14	0.14	0	0	0
Current Quarter	Monday	2	PMax | Rem | CA | EN	EUR	0.85	31	1	0.0323	0.03	0.03	0	0	0
Current Quarter	Sunday	12	PMax | Rem | CA | EN	EUR	30.29	3	1	0.3333	0.09	0.09	0	0	0
Current Quarter	Saturday	20	ADa_Pants_NL	EUR	8.04	120	4	0.0333	0.24	0.96	0	0	0
Current Quarter	Thursday	5	ADa_Pants_NL	EUR	10.1	22	2	0.0909	0.11	0.22	0	0	0
Current Quarter	Thursday	10	S | General | UK	EUR	161.78	3	1	0.3333	0.49	0.49	0	0	0
Current Quarter	Friday	11	ADa_Panty_NL	EUR	6.58	120	8	0.0667	0.1	0.79	0	0	0
Current Quarter	Saturday	19	S | General | NL	EUR	142.61	68	5	0.0735	1.94	9.7	0	0	0
Current Quarter	Wednesday	23	PMax | Rem | EU | EN	EUR	3.58	195	21	0.1077	0.03	0.7	0	0	0
Current Quarter	Tuesday	22	PMax | Rem | EU | EN	EUR	7.55	646	42	0.065	0.12	4.88	0	0	0
Current Quarter	Monday	3	PMax | Rem | EU | EN	EUR	7.43	76	1	0.0132	0.56	0.56	0	0	0
Current Quarter	Sunday	10	PMax | Rem | EU | EN	EUR	7.11	699	48	0.0687	0.1	4.97	0	0	0
Current Quarter	Tuesday	22	PMax | Rem | AU-NZ | EN	EUR	2	5	1	0.2	0.01	0.01	0	0	0
Current Quarter	Friday	1	PMAX | shopping | EU | EN	EUR	0	52	0	0	0	0	0	0	0
Current Quarter	Thursday	5	PMAX | shopping | EU | EN	EUR	0	59	0	0	0	0	0	0	0
Current Quarter	Wednesday	0	DGen | EN	EUR	0.4	158	0	0	0	0.06	0	0	0
Current Quarter	Saturday	5	Sh | General | NL	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Thursday	4	S | General | EU | EN	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Saturday	6	PMax | Rem | CA | EN	EUR	0.42	19	0	0	0	0.01	0	0	0
Current Quarter	Friday	8	PMax | Rem | CA | EN	EUR	2.35	1	0	0	0	0	0	0	0
Current Quarter	Tuesday	19	PMax | Rem | CA | EN	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Sunday	1	PMax | Rem | CA | EN	EUR	0.57	35	0	0	0	0.02	0	0	0
Current Quarter	Monday	18	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Friday	19	PMax | Rem | US | EN	EUR	0	20	0	0	0	0	0	0	0
Current Quarter	Thursday	18	PMax | Rem | US | EN	EUR	0	6	0	0	0	0	0	0	0
Current Quarter	Friday	3	ADa_Panty_NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Sunday	23	ADa_Panty_NL	EUR	0	35	0	0	0	0	0	0	0
Current Quarter	Wednesday	2	S | General | NL	EUR	0	10	0	0	0	0	0	0	0
Current Quarter	Thursday	2	PMax | Rem | AU-NZ | EN	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Wednesday	19	PMax | Rem | AU-NZ | EN	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Saturday	7	S | Brand | NL	EUR	21.67	6	2	0.3333	0.07	0.13	0	0	0
Current Quarter	Tuesday	10	S | Brand | NL	EUR	121.25	8	2	0.25	0.49	0.97	0	0	0
Current Quarter	Saturday	13	PMax | Rem | DE	EUR	32.53	438	28	0.0639	0.51	14.25	0	0	0
Current Quarter	Thursday	4	PMax | Rem | DE	EUR	9	51	3	0.0588	0.15	0.46	0	0	0
Current Quarter	Wednesday	1	PMax | Rem | DE	EUR	0.56	53	2	0.0377	0.01	0.03	0	0	0
Current Quarter	Tuesday	10	PMax | Rem | DE	EUR	4.2	1313	26	0.0198	0.21	5.52	0	0	0
Current Quarter	Tuesday	23	PMax | Rem | DE	EUR	13.58	164	7	0.04269999999999999	0.32	2.23	0	0	0
Current Quarter	Saturday	0	PMax | Rem | UK	EUR	4.07	127	4	0.0315	0.13	0.52	0	0	0
Current Quarter	Saturday	7	PMax | Rem | UK	EUR	14.49	77	3	0.039	0.37	1.12	0	0	0
Current Quarter	Saturday	12	PMax | Rem | UK	EUR	6.9	99	3	0.0303	0.23	0.68	0	0	0
Current Quarter	Friday	18	PMax | Rem | UK	EUR	17.04	107	7	0.0654	0.26	1.82	0	0	0
Current Quarter	Thursday	1	PMax | Rem | UK	EUR	8.29	51	3	0.0588	0.14	0.42	0	0	0
Current Quarter	Thursday	17	PMax | Rem | UK	EUR	18.11	74	2	0.027	0.67	1.34	0	0	0
Current Quarter	Tuesday	5	PMax | Rem | UK	EUR	0.7	14	1	0.07139999999999999	0.01	0.01	0	0	0
Current Quarter	Tuesday	21	PMax | Rem | UK	EUR	22.2	132	7	0.053	0.42	2.93	0	0	0
Current Quarter	Monday	16	PMax | Rem | UK	EUR	16.04	172	9	0.05230000000000001	0.31	2.76	0	0	0
Current Quarter	Friday	16	PMAX | shopping | EU | EN	EUR	4.84	179	5	0.0279	0.17	0.87	0	0	0
Current Quarter	Sunday	22	PMAX | shopping | EU | EN	EUR	3.66	192	5	0.026	0.14	0.7	0	0	0
Current Quarter	Tuesday	13	DGen | EN	EUR	1.13	4278	14	0.0033	0.35	4.84	0	0	0
Current Quarter	Tuesday	18	DGen | EN	EUR	0.56	3988	12	0.003	0.18	2.22	0	0	0
Current Quarter	Sunday	0	DGen | EN	EUR	3.13	1021	7	0.0069	0.46	3.19	0	0	0
Current Quarter	Wednesday	12	S | General | UK	EUR	52.63	18	1	0.0556	0.95	0.95	1	1	0.95
Current Quarter	Monday	12	S | General | UK	EUR	176.24	4	1	0.25	0.7	0.7	0	0	0
Current Quarter	Sunday	11	S | General | UK	EUR	102.5	4	1	0.25	0.41	0.41	0	0	0
Current Quarter	Thursday	4	PMax | Rem | US | EN	EUR	1.07	359	10	0.0279	0.04	0.39	0	0	0
Current Quarter	Tuesday	23	PMax | Rem | US | EN	EUR	7.14	70	1	0.0143	0.5	0.5	0	0	0
Current Quarter	Saturday	9	ADa_Panty_NL	EUR	4.39	45	1	0.0222	0.2	0.2	0	0	0
Current Quarter	Thursday	8	ADa_Panty_NL	EUR	10	641	40	0.0624	0.16	6.41	0	0	0
Current Quarter	Tuesday	7	ADa_Panty_NL	EUR	3.34	116	3	0.0259	0.13	0.39	0	0	0
Current Quarter	Tuesday	10	ADa_Panty_NL	EUR	24.09	115	8	0.0696	0.35	2.77	0	0	0
Current Quarter	Thursday	10	Sh | General | NL	EUR	18.59	128	2	0.0156	1.19	2.38	0	0	0
Current Quarter	Monday	2	PMax | Rem | NL | New	EUR	1.3	87	9	0.1034	0.01	0.11	0	0	0
Current Quarter	Thursday	1	S | General | EU | EN	EUR	88.48	20	4	0.2	0.44	1.77	0	0	0
Current Quarter	Thursday	17	S | General | EU | EN	EUR	21	74	4	0.0541	0.39	1.55	0	0	0
Current Quarter	Wednesday	14	S | General | EU | EN	EUR	84.81	121	6	0.0496	1.71	10.26	0	0	0
Current Quarter	Tuesday	12	S | General | EU | EN	EUR	23.44	151	6	0.0397	0.59	3.54	0	0	0
Current Quarter	Thursday	6	PMax | Rem | CA | EN	EUR	0.97	14	1	0.07139999999999999	0.01	0.01	0	0	0
Current Quarter	Wednesday	13	ADa_Pants_NL	EUR	45.27	184	9	0.0489	0.93	8.33	0	0	0
Current Quarter	Monday	14	ADa_Pants_NL	EUR	0.84	86	1	0.0116	0.07	0.07	0	0	0
Current Quarter	Saturday	22	S | General | NL	EUR	42.16	61	2	0.0328	1.29	2.57	0	0	0
Current Quarter	Wednesday	9	S | General | NL	EUR	29.62	71	3	0.0423	0.7	2.1	0	0	0
Current Quarter	Thursday	1	PMax | Rem | EU | EN	EUR	1.13	137	6	0.0438	0.03	0.15	0	0	0
Current Quarter	Sunday	18	PMax | Rem | EU | EN	EUR	5.14	685	22	0.0321	0.16	3.52	0	0	0
Current Quarter	Tuesday	0	PMAX | shopping | EU | EN	EUR	0	97	0	0	0	0	0	0	0
Current Quarter	Monday	4	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Sunday	5	PMax | Rem | US | EN	EUR	0	45	0	0	0	0	0	0	0
Current Quarter	Saturday	1	Sh | General | NL	EUR	0	11	0	0	0	0	0	0	0
Current Quarter	Tuesday	17	Sh | General | NL	EUR	0	19	0	0	0	0	0	0	0
Current Quarter	Thursday	3	S | General | EU | EN	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Sunday	4	S | General | EU | EN	EUR	0	19	0	0	0	0	0	0	0
Current Quarter	Thursday	19	PMax | Rem | CA | EN	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Tuesday	1	PMax | Rem | CA | EN	EUR	0.19	79	0	0	0	0.01	0	0	0
Current Quarter	Friday	2	PMax | Rem | AU-NZ | EN	EUR	0	16	0	0	0	0	0	0	0
Current Quarter	Tuesday	20	PMax | Rem | AU-NZ | EN	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Monday	3	PMax | Rem | AU-NZ | EN	EUR	0.63	25	0	0	0	0.02	0	0	0
Current Quarter	Friday	11	ADa_Brand_NL	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Thursday	19	S | Brand | NL	EUR	2.5	8	2	0.25	0.01	0.02	0	0	0
Current Quarter	Monday	16	S | Brand | NL	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Thursday	2	PMax | Rem | DE	EUR	17.18	82	4	0.0488	0.35	1.41	0	0	0
Current Quarter	Tuesday	18	PMax | Rem | DE	EUR	8.49	574	19	0.0331	0.26	4.87	0	0	0
Current Quarter	Monday	9	PMax | Rem | DE	EUR	20.77	293	17	0.058	0.36	6.09	0	0	0
Current Quarter	Monday	20	PMax | Rem | UK	EUR	23.6	141	15	0.1064	0.22	3.33	0	0	0
Current Quarter	Friday	23	DGen | EN	EUR	0.35	2667	10	0.0037	0.09	0.92	0	0	0
Current Quarter	Thursday	0	DGen | EN	EUR	0.91	248	3	0.0121	0.07	0.22	0	0	0
Current Quarter	Thursday	10	DGen | EN	EUR	0.48	2889	2	0.0007000000000000001	0.69	1.38	0	0	0
Current Quarter	Sunday	14	DGen | EN	EUR	0.39	3716	8	0.0022	0.18	1.47	0	0	0
Current Quarter	Friday	12	PMax | Rem | US | EN	EUR	290	2	1	0.5	0.58	0.58	0	0	0
Current Quarter	Thursday	1	ADa_Panty_NL	EUR	5.64	163	29	0.1779	0.03	0.92	0	0	0
Current Quarter	Tuesday	18	ADa_Panty_NL	EUR	18.29	256	19	0.0742	0.25	4.68	0	0	0
Current Quarter	Thursday	18	PMax | Rem | NL | New	EUR	5.58	594	40	0.0673	0.08	3.31	0	0	0
Current Quarter	Wednesday	6	PMax | Rem | NL | New	EUR	1.61	139	14	0.1007	0.02	0.22	0	0	0
Current Quarter	Sunday	12	PMax | Rem | NL | New	EUR	25.63	1062	59	0.0556	0.46	27.22	0	0	0
Current Quarter	Friday	14	S | General | EU | EN	EUR	106.79	199	12	0.0603	1.77	21.25	0.0833	1	21.25
Current Quarter	Friday	21	S | General | EU | EN	EUR	31	70	4	0.0571	0.54	2.17	0	0	0
Current Quarter	Thursday	8	S | General | EU | EN	EUR	133.75	71	8	0.1127	1.19	9.5	0	0	0
Current Quarter	Monday	8	S | General | EU | EN	EUR	58.12	97	6	0.0619	0.94	5.64	0	0	0
Current Quarter	Monday	9	S | General | EU | EN	EUR	17.33	105	3	0.0286	0.61	1.82	0	0	0
Current Quarter	Monday	13	S | General | EU | EN	EUR	38.93	85	6	0.0706	0.55	3.31	0	0	0
Current Quarter	Wednesday	9	ADa_Pants_NL	EUR	51.71	119	12	0.1008	0.51	6.15	0	0	0
Current Quarter	Monday	7	ADa_Pants_NL	EUR	21.88	239	16	0.0669	0.33	5.23	0	0	0
Current Quarter	Friday	17	S | General | NL	EUR	54.46	101	3	0.0297	1.83	5.5	0	0	0
Current Quarter	Sunday	13	S | General | NL	EUR	33.93	61	2	0.0328	1.04	2.07	0	0	0
Current Quarter	Saturday	14	PMax | Rem | EU | EN	EUR	6.57	364	37	0.1016	0.06	2.39	0	0	0
Current Quarter	Friday	0	PMax | Rem | EU | EN	EUR	17.6	132	11	0.0833	0.21	2.32	0	0	0
Current Quarter	Friday	18	PMax | Rem | EU | EN	EUR	7.88	597	55	0.09210000000000002	0.09	4.7	0	0	0
Current Quarter	Thursday	22	PMax | Rem | EU | EN	EUR	9.6	425	37	0.08710000000000001	0.11	4.08	0	0	0
Current Quarter	Tuesday	7	PMax | Rem | EU | EN	EUR	1.76	517	22	0.0426	0.04	0.91	0	0	0
Current Quarter	Tuesday	13	PMax | Rem | EU | EN	EUR	3.65	790	25	0.0316	0.12	2.88	0	0	0
Current Quarter	Saturday	10	PMax | Rem | AU-NZ | EN	EUR	27.37	56	3	0.0536	0.51	1.53	0	0	0
Current Quarter	Thursday	17	PMax | Rem | AU-NZ | EN	EUR	462.31	1	1	1	0.46	0.46	0	0	0
Current Quarter	Tuesday	2	PMax | Rem | AU-NZ | EN	EUR	1.64	13	1	0.07690000000000001	0.02	0.02	0	0	0
Current Quarter	Monday	2	S | Brand | NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Thursday	4	PMax | Rem | UK	EUR	0	15	0	0	0	0	0	0	0
Current Quarter	Friday	13	S | General | UK	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Tuesday	18	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Saturday	23	S | Brand | EU | DE	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Tuesday	20	S | Brand | EU | DE	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Wednesday	6	S | General | NL	EUR	0	59	0	0	0	0	0	0	0
Current Quarter	Monday	16	PMax | Rem | AU-NZ | EN	EUR	0	8	0	0	0	0	0	0	0
Current Quarter	Saturday	18	S | Brand | NL	EUR	138.33	6	2	0.3333	0.42	0.83	0	0	0
Current Quarter	Thursday	10	S | Brand | NL	EUR	281.67	6	2	0.3333	0.85	1.69	0	0	0
Current Quarter	Thursday	17	S | Brand | NL	EUR	60	6	1	0.1667	0.36	0.36	0	0	0
Current Quarter	Monday	10	PMax | Rem | DE	EUR	26.39	304	11	0.0362	0.73	8.02	0	0	0
Current Quarter	Monday	12	PMax | Rem | DE	EUR	20.49	277	10	0.0361	0.57	5.68	0	0	0
Current Quarter	Sunday	10	PMax | Rem | DE	EUR	12.32	325	17	0.05230000000000001	0.24	4	0	0	0
Current Quarter	Wednesday	11	PMax | Rem | UK	EUR	3.02	107	3	0.028	0.11	0.32	0	0	0
Current Quarter	Monday	9	PMax | Rem | UK	EUR	2.78	336	2	0.006	0.47	0.94	0	0	0
Current Quarter	Sunday	7	PMax | Rem | UK	EUR	4.39	24	4	0.1667	0.03	0.11	0	0	0
Current Quarter	Tuesday	21	PMAX | shopping | EU | EN	EUR	8.93	431	11	0.0255	0.35	3.85	0	0	0
Current Quarter	Sunday	12	PMAX | shopping | EU | EN	EUR	7.35	574	10	0.0174	0.42	4.22	0	0	0
Current Quarter	Saturday	3	DGen | EN	EUR	1.48	499	1	0.002	0.74	0.74	0	0	0
Current Quarter	Monday	8	DGen | EN	EUR	1.99	705	5	0.0071	0.28	1.41	0	0	0
Current Quarter	Saturday	4	S | General | UK	EUR	2400	1	1	1	2.4	2.4	0	0	0
Current Quarter	Thursday	8	S | General | UK	EUR	28.28	29	1	0.0345	0.82	0.82	0	0	0
Current Quarter	Wednesday	20	S | General | UK	EUR	149.13	23	2	0.087	1.72	3.43	0	0	0
Current Quarter	Wednesday	21	PMax | Rem | US | EN	EUR	22.54	61	1	0.0164	1.38	1.38	0	0	0
Current Quarter	Thursday	14	ADa_Panty_NL	EUR	20.11	262	9	0.0344	0.59	5.27	0.1111	1	5.27
Current Quarter	Monday	8	S | General | NL	EUR	134.56	254	10	0.0394	3.42	34.18	0	0	0
Current Quarter	Tuesday	14	S | Brand | EU | EN	EUR	6.67	3	2	0.6667000000000001	0.01	0.02	0	0	0
Current Quarter	Thursday	19	PMax | Rem | EU | EN	EUR	7.45	609	34	0.0558	0.13	4.54	0	0	0
Current Quarter	Wednesday	17	PMax | Rem | EU | EN	EUR	3.57	495	29	0.05860000000000001	0.06	1.77	0	0	0
Current Quarter	Sunday	3	PMax | Rem | EU | EN	EUR	0.07	268	2	0.0075	0.01	0.02	0	0	0
Current Quarter	Friday	21	PMax | Rem | AU-NZ | EN	EUR	497.5	4	1	0.25	1.99	1.99	0	0	0
Current Quarter	Tuesday	4	Sh | General | NL	EUR	286	5	1	0.2	1.43	1.43	0	0	0
Current Quarter	Tuesday	6	S | Brand | EU | DE	EUR	220	2	1	0.5	0.44	0.44	0	0	0
Current Quarter	Wednesday	10	PMax | Rem | NL | New	EUR	3.47	545	20	0.0367	0.09	1.89	0	0	0
Current Quarter	Tuesday	0	PMax | Rem | NL | New	EUR	41.11	203	12	0.0591	0.7	8.34	0	0	0
Current Quarter	Tuesday	9	PMax | Rem | NL | New	EUR	11.91	576	23	0.0399	0.3	6.86	0	0	0
Current Quarter	Saturday	12	S | General | EU | EN	EUR	34.11	73	5	0.06849999999999999	0.5	2.49	0	0	0
Current Quarter	Thursday	21	S | General | EU | EN	EUR	69.79	101	5	0.0495	1.41	7.05	0	0	0
Current Quarter	Friday	15	PMax | Rem | CA | EN	EUR	1.26	12	1	0.0833	0.02	0.02	0	0	0
Current Quarter	Tuesday	3	PMax | Rem | CA | EN	EUR	12.81	66	2	0.0303	0.42	0.85	0	0	0
Current Quarter	Saturday	3	ADa_Pants_NL	EUR	8.95	17	1	0.0588	0.15	0.15	0	0	0
Current Quarter	Saturday	7	ADa_Pants_NL	EUR	14.51	166	11	0.0663	0.22	2.41	0	0	0
Current Quarter	Saturday	9	ADa_Pants_NL	EUR	12.39	352	23	0.0653	0.19	4.36	0	0	0
Current Quarter	Tuesday	8	ADa_Pants_NL	EUR	8.05	63	3	0.0476	0.17	0.51	0	0	0
Current Quarter	Thursday	11	S | Brand | NL	EUR	0	8	0	0	0	0	0	0	0
Current Quarter	Friday	9	S | General | UK	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Sunday	0	S | General | UK	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Saturday	15	PMax | Rem | US | EN	EUR	0	30	0	0	0	0	0	0	0
Current Quarter	Friday	20	PMax | Rem | US | EN	EUR	0	17	0	0	0	0	0	0	0
Current Quarter	Friday	21	PMax | Rem | US | EN	EUR	0	34	0	0	0	0	0	0	0
Current Quarter	Wednesday	11	PMax | Rem | US | EN	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Tuesday	5	PMax | Rem | US | EN	EUR	0	42	0	0	0	0	0	0	0
Current Quarter	Friday	23	ADa_Panty_NL	EUR	0	49	0	0	0	0	0	0	0
Current Quarter	Tuesday	3	PMax | Rem | EU | EN	EUR	0.06	57	0	0	0	0	0	0	0
Current Quarter	Thursday	3	PMax | Rem | AU-NZ | EN	EUR	0	11	0	0	0	0	0	0	0
Current Quarter	Monday	2	PMax | Rem | AU-NZ | EN	EUR	0.03	28	0	0	0	0	0	0	0
Current Quarter	Tuesday	21	ADa_Brand_NL	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Thursday	4	Sh | General | NL	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Monday	4	S | General | EU | EN	EUR	0	11	0	0	0	0	0	0	0
Current Quarter	Saturday	3	PMax | Rem | CA | EN	EUR	1.77	34	0	0	0	0.06	0	0	0
Current Quarter	Thursday	10	PMax | Rem | CA | EN	EUR	0.91	4	0	0	0	0	0	0	0
Current Quarter	Friday	2	ADa_Pants_NL	EUR	0	18	0	0	0	0	0	0	0
Current Quarter	Monday	11	S | Brand | NL	EUR	77.86	14	3	0.2143	0.36	1.09	0	0	0
Current Quarter	Monday	15	S | Brand | NL	EUR	350	7	2	0.2857	1.23	2.45	0.5	1	2.45
Current Quarter	Sunday	13	S | Brand | NL	EUR	53	10	3	0.3	0.18	0.53	0	0	0
Current Quarter	Saturday	18	PMax | Rem | DE	EUR	13.35	231	13	0.0563	0.24	3.08	0	0	0
Current Quarter	Friday	22	PMax | Rem | DE	EUR	8.11	380	12	0.0316	0.26	3.08	0.0833	1	3.08
Current Quarter	Monday	17	PMax | Rem | UK	EUR	8.93	179	7	0.0391	0.23	1.6	0	0	0
Current Quarter	Monday	19	PMax | Rem | UK	EUR	37.39	106	8	0.0755	0.5	3.96	0	0	0
Current Quarter	Saturday	10	PMAX | shopping | EU | EN	EUR	0.37	266	3	0.0113	0.03	0.1	0	0	0
Current Quarter	Wednesday	11	PMAX | shopping | EU | EN	EUR	6.85	455	92	0.2022	0.03	3.12	0	0	0
Current Quarter	Thursday	22	DGen | EN	EUR	0.38	3542	8	0.0023	0.17	1.33	0	0	0
Current Quarter	Wednesday	12	DGen | EN	EUR	0.35	3485	2	0.0006	0.61	1.22	0	0	0
Current Quarter	Wednesday	15	DGen | EN	EUR	0.37	5142	7	0.0014	0.27	1.89	0	0	0
Current Quarter	Tuesday	20	DGen | EN	EUR	0.54	2893	9	0.0031	0.17	1.55	0	0	0
Current Quarter	Monday	18	DGen | EN	EUR	0.55	20647	73	0.0035	0.16	11.34	0	0	0
Current Quarter	Sunday	18	DGen | EN	EUR	0.39	3821	11	0.0029	0.14	1.5	0	0	0
Current Quarter	Wednesday	19	S | General | UK	EUR	212.5	24	4	0.1667	1.28	5.1	0	0	0
Current Quarter	Thursday	5	PMax | Rem | US | EN	EUR	8.16	229	8	0.0349	0.23	1.87	0	0	0
Current Quarter	Friday	4	ADa_Panty_NL	EUR	20.06	6	1	0.1667	0.12	0.12	0	0	0
Current Quarter	Thursday	20	ADa_Panty_NL	EUR	25.4	209	21	0.1005	0.25	5.31	0	0	0
Current Quarter	Monday	0	ADa_Panty_NL	EUR	8.87	23	1	0.0435	0.2	0.2	0	0	0
Current Quarter	Sunday	19	ADa_Panty_NL	EUR	2.89	114	2	0.0175	0.16	0.33	0	0	0
Current Quarter	Tuesday	14	Sh | General | NL	EUR	13.27	150	2	0.0133	1	1.99	0	0	0
Current Quarter	Sunday	15	S | Brand | EU | DE	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Friday	1	PMax | Rem | NL | New	EUR	10.27	113	11	0.0973	0.11	1.16	0	0	0
Current Quarter	Tuesday	2	PMax | Rem | NL | New	EUR	6.79	82	6	0.0732	0.09	0.56	0	0	0
Current Quarter	Tuesday	15	PMax | Rem | NL | New	EUR	23.79	422	21	0.0498	0.48	10.04	0.0476	1	10.04
Current Quarter	Tuesday	23	PMax | Rem | NL | New	EUR	11.44	464	23	0.0496	0.23	5.31	0.087	2	2.65
Current Quarter	Saturday	18	S | General | EU | EN	EUR	21.54	75	4	0.0533	0.4	1.62	0	0	0
Current Quarter	Friday	0	S | General | EU | EN	EUR	57.56	41	3	0.0732	0.79	2.36	0	0	0
Current Quarter	Friday	5	S | General | EU | EN	EUR	24.57	16	1	0.0625	0.39	0.39	0	0	0
Current Quarter	Wednesday	9	S | General | EU | EN	EUR	52.17	88	7	0.0795	0.66	4.59	0	0	0
Current Quarter	Wednesday	19	S | General | EU | EN	EUR	49.14	99	5	0.0505	0.97	4.87	0	0	0
Current Quarter	Tuesday	5	S | General | EU | EN	EUR	12.94	17	1	0.0588	0.22	0.22	0	0	0
Current Quarter	Monday	16	S | General | EU | EN	EUR	48.61	79	5	0.0633	0.77	3.84	0	0	0
Current Quarter	Sunday	1	S | General | EU | EN	EUR	40.5	50	4	0.08	0.51	2.03	0	0	0
Current Quarter	Saturday	5	PMax | Rem | CA | EN	EUR	0.92	14	1	0.07139999999999999	0.01	0.01	0	0	0
Current Quarter	Friday	19	PMax | Rem | CA | EN	EUR	1.12	10	1	0.1	0.01	0.01	0	0	0
Current Quarter	Tuesday	15	PMax | Rem | CA | EN	EUR	257.5	4	1	0.25	1.03	1.03	0	0	0
Current Quarter	Monday	1	PMax | Rem | CA | EN	EUR	0.52	37	1	0.027	0.02	0.02	0	0	0
Current Quarter	Sunday	22	PMax | Rem | CA | EN	EUR	1.01	20	1	0.05	0.02	0.02	0	0	0
Current Quarter	Friday	20	ADa_Pants_NL	EUR	9.93	323	11	0.0341	0.29	3.21	0.0302	0.33	9.65
Current Quarter	Wednesday	21	ADa_Pants_NL	EUR	7.76	324	6	0.0185	0.42	2.51	0	0	0
Current Quarter	Sunday	10	ADa_Pants_NL	EUR	12.3	185	15	0.08109999999999999	0.15	2.28	0	0	0
Current Quarter	Saturday	21	S | General | NL	EUR	142.37	59	4	0.0678	2.1	8.4	0	0	0
Current Quarter	Wednesday	23	S | General | NL	EUR	86.56	31	3	0.0968	0.89	2.68	0	0	0
Current Quarter	Tuesday	6	S | General | NL	EUR	284.55	56	8	0.1429	1.99	15.93	0	0	0
Current Quarter	Saturday	9	S | Brand | UK	EUR	10	1	1	1	0.01	0.01	0	0	0
Current Quarter	Tuesday	19	PMax | Rem | EU | EN	EUR	9.65	493	42	0.0852	0.11	4.76	0	0	0
Current Quarter	Saturday	20	PMax | Rem | AU-NZ | EN	EUR	3.25	10	1	0.1	0.03	0.03	0	0	0
Current Quarter	Wednesday	8	PMax | Rem | AU-NZ | EN	EUR	340	7	1	0.1429	2.38	2.38	0	0	0
Current Quarter	Sunday	23	PMax | Rem | AU-NZ | EN	EUR	78.33	18	1	0.0556	1.41	1.41	0	0	0
Current Quarter	Wednesday	21	ADa_Brand_NL	EUR	2	5	1	0.2	0.01	0.01	0	0	0
Current Quarter	Friday	1	PMax | Rem | US | EN	EUR	0	5	0	0	0	0	0	0	0
Current Quarter	Friday	8	PMax | Rem | US | EN	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Tuesday	9	PMax | Rem | US | EN	EUR	0	9	0	0	0	0	0	0	0
Current Quarter	Monday	6	PMax | Rem | US | EN	EUR	0	15	0	0	0	0	0	0	0
Current Quarter	Monday	16	PMax | Rem | US | EN	EUR	0	20	0	0	0	0	0	0	0
Current Quarter	Sunday	7	PMax | Rem | US | EN	EUR	0	16	0	0	0	0	0	0	0
