Quarter	Day of the week	Hour of the day	Campaign	Currency code	Avg. CPM	Impr.	Interactions	Interaction rate	Avg. cost	Cost	Conv. rate	Conversions	Cost / conv.
Current Quarter	Thursday	12	PMax | Rem | EU | EN	EUR	6.9	449	46	0.1024	0.07	3.1	0	0	0
Current Quarter	Tuesday	9	PMax | Rem | EU | EN	EUR	2.71	1092	32	0.0293	0.09	2.96	0	0	0
Current Quarter	Friday	6	PMax | Rem | AU-NZ | EN	EUR	83.33	12	1	0.0833	1	1	0	0	0
Current Quarter	Monday	11	PMax | Rem | AU-NZ | EN	EUR	0.95	44	1	0.0227	0.04	0.04	0	0	0
Current Quarter	Thursday	12	Sh | General | NL	EUR	20.95	63	1	0.0159	1.32	1.32	0	0	0
Current Quarter	Sunday	8	S | Brand | EU | DE	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Tuesday	22	PMax | Rem | NL | New	EUR	18.69	848	60	0.0708	0.26	15.85	0	0	0
Current Quarter	Friday	8	S | General | EU | EN	EUR	59.53	82	9	0.1098	0.54	4.88	0	0	0
Current Quarter	Monday	6	S | General | EU | EN	EUR	94.89	45	4	0.0889	1.07	4.27	0	0	0
Current Quarter	Wednesday	21	PMax | Rem | CA | EN	EUR	22.56	26	7	0.2692	0.08	0.59	0	0	0
Current Quarter	Friday	5	PMax | Rem | UK	EUR	0.04	19	0	0	0	0	0	0	0
Current Quarter	Saturday	2	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Saturday	13	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Friday	2	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Friday	22	S | General | UK	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Thursday	0	S | General | UK	EUR	0	15	0	0	0	0	0	0	0
Current Quarter	Thursday	21	S | General | UK	EUR	0	5	0	0	0	0	0	0	0
Current Quarter	Tuesday	3	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Tuesday	8	S | General | UK	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Saturday	23	ADa_Panty_NL	EUR	0	23	0	0	0	0	0	0	0
Current Quarter	Friday	16	PMax | Rem | AU-NZ | EN	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Saturday	19	PMax | Rem | CA | EN	EUR	0.87	18	0	0	0	0.02	0	0	0
Current Quarter	Wednesday	8	S | Brand | NL	EUR	0	2	1	0.5	0	0	0	0	0
Current Quarter	Tuesday	17	S | Brand | NL	EUR	5.71	7	3	0.4286	0.01	0.04	0.3333	1	0.04
Current Quarter	Saturday	0	PMax | Rem | DE	EUR	22.62	187	13	0.0695	0.33	4.23	0	0	0
Current Quarter	Saturday	9	PMax | Rem | DE	EUR	18.9	535	26	0.0486	0.39	10.11	0	0	0
Current Quarter	Saturday	10	PMax | Rem | DE	EUR	23.63	400	17	0.0425	0.56	9.45	0	0	0
Current Quarter	Friday	6	PMax | Rem | DE	EUR	13.42	280	16	0.0571	0.23	3.76	0	0	0
Current Quarter	Thursday	21	PMax | Rem | DE	EUR	22.72	311	12	0.0386	0.59	7.07	0	0	0
Current Quarter	Wednesday	9	PMax | Rem | DE	EUR	17.86	304	7	0.023	0.78	5.43	0	0	0
Current Quarter	Wednesday	11	PMax | Rem | DE	EUR	3.91	329	8	0.0243	0.16	1.29	0	0	0
Current Quarter	Tuesday	7	PMax | Rem | DE	EUR	3.05	1317	23	0.0175	0.17	4.01	0	0	0
Current Quarter	Tuesday	16	PMax | Rem | DE	EUR	8.2	649	20	0.0308	0.27	5.32	0	0	0
Current Quarter	Monday	6	PMax | Rem | DE	EUR	14.46	132	3	0.0227	0.64	1.91	0	0	0
Current Quarter	Sunday	13	PMax | Rem | DE	EUR	10.64	482	18	0.0373	0.28	5.13	0	0	0
Current Quarter	Friday	4	PMax | Rem | UK	EUR	49.46	11	1	0.0909	0.54	0.54	0	0	0
Current Quarter	Wednesday	8	PMax | Rem | UK	EUR	15.47	80	4	0.05	0.31	1.24	0	0	0
Current Quarter	Sunday	10	PMax | Rem | UK	EUR	49.57	110	7	0.0636	0.78	5.45	0	0	0
Current Quarter	Saturday	13	DGen | EN	EUR	0.35	3441	4	0.0012	0.3	1.19	0	0	0
Current Quarter	Wednesday	21	S | General | UK	EUR	147.19	32	2	0.0625	2.36	4.71	0	0	0
Current Quarter	Tuesday	4	ADa_Panty_NL	EUR	2.14	32	1	0.0313	0.07	0.07	0	0	0
Current Quarter	Tuesday	17	ADa_Panty_NL	EUR	7.73	276	12	0.0435	0.18	2.13	0	0	0
Current Quarter	Monday	11	ADa_Panty_NL	EUR	14.89	45	1	0.0222	0.67	0.67	0	0	0
Current Quarter	Friday	16	Sh | General | NL	EUR	34.75	40	1	0.025	1.39	1.39	0	0	0
Current Quarter	Thursday	8	PMax | Rem | NL | New	EUR	8.8	530	26	0.0491	0.18	4.67	0	0	0
Current Quarter	Wednesday	2	PMax | Rem | NL | New	EUR	9.25	127	10	0.0787	0.12	1.17	0	0	0
Current Quarter	Monday	22	PMax | Rem | NL | New	EUR	16.55	968	42	0.0434	0.38	16.02	0	0	0
Current Quarter	Sunday	7	PMax | Rem | NL | New	EUR	33.77	307	19	0.0619	0.55	10.37	0	0	0
Current Quarter	Tuesday	17	S | General | EU | EN	EUR	21.7	200	7	0.035	0.62	4.34	0	0	0
Current Quarter	Monday	1	S | General | EU | EN	EUR	45	38	3	0.0789	0.57	1.71	0	0	0
Current Quarter	Thursday	0	PMax | Rem | CA | EN	EUR	11.39	11	1	0.0909	0.13	0.13	0	0	0
Current Quarter	Tuesday	11	ADa_Pants_NL	EUR	2.39	47	12	0.2553	0.01	0.11	0	0	0
Current Quarter	Thursday	0	S | General | NL	EUR	25.54	42	1	0.0238	1.07	1.07	0	0	0
Current Quarter	Tuesday	15	PMax | Rem | EU | EN	EUR	4.07	583	17	0.0292	0.14	2.37	0	0	0
Current Quarter	Monday	3	PMax | Rem | UK	EUR	0	16	0	0	0	0	0	0	0
Current Quarter	Wednesday	13	S | General | UK	EUR	0	25	0	0	0	0	0	0	0
Current Quarter	Sunday	22	S | General | UK	EUR	0	5	0	0	0	0	0	0	0
Current Quarter	Saturday	13	ADa_Panty_NL	EUR	0	21	0	0	0	0	0	0	0
Current Quarter	Friday	1	Sh | General | NL	EUR	0	14	0	0	0	0	0	0	0
Current Quarter	Wednesday	12	Sh | General | NL	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Monday	15	S | Brand | EU | DE	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Sunday	10	PMax | Rem | CA | EN	EUR	1.87	4	0	0	0	0.01	0	0	0
Current Quarter	Friday	15	ADa_Brand_NL	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Sunday	21	ADa_Brand_NL	EUR	0	2	0	0	0	0	0	0	0
Current Quarter	Friday	15	S | Brand | NL	EUR	90.83	12	5	0.4167	0.22	1.09	0.2	1	1.09
Current Quarter	Wednesday	14	S | Brand | NL	EUR	5.71	14	5	0.3571	0.02	0.08	0.6	3	0.03
Current Quarter	Saturday	5	PMax | Rem | DE	EUR	35.09	89	5	0.0562	0.62	3.12	0.1	0.5	6.25
Current Quarter	Saturday	15	PMax | Rem | DE	EUR	13.4	532	22	0.0414	0.32	7.13	0	0	0
Current Quarter	Thursday	9	PMax | Rem | DE	EUR	27.18	304	15	0.0493	0.55	8.26	0	0	0
Current Quarter	Thursday	12	PMax | Rem | DE	EUR	7.65	399	9	0.0226	0.34	3.05	0	0	0
Current Quarter	Sunday	20	PMax | Rem | DE	EUR	9.39	904	28	0.031	0.3	8.49	0	0	0
Current Quarter	Saturday	14	PMax | Rem | UK	EUR	0.2	92	1	0.0109	0.02	0.02	0	0	0
Current Quarter	Saturday	21	PMax | Rem | UK	EUR	7.83	110	4	0.0364	0.22	0.86	0	0	0
Current Quarter	Thursday	23	PMax | Rem | UK	EUR	0.56	85	1	0.0118	0.05	0.05	0	0	0
Current Quarter	Tuesday	3	PMax | Rem | UK	EUR	1.7	43	3	0.0698	0.02	0.07	0	0	0
Current Quarter	Tuesday	9	PMax | Rem | UK	EUR	13.05	168	9	0.0536	0.24	2.19	0	0	0
Current Quarter	Saturday	13	PMAX | shopping | EU | EN	EUR	15.12	224	8	0.0357	0.42	3.39	0	0	0
Current Quarter	Wednesday	19	PMAX | shopping | EU | EN	EUR	1.68	147	1	0.0068	0.25	0.25	0	0	0
Current Quarter	Tuesday	18	PMAX | shopping | EU | EN	EUR	3.27	250	2	0.008	0.41	0.82	0	0	0
Current Quarter	Monday	22	PMAX | shopping | EU | EN	EUR	5.77	94	1	0.0106	0.54	0.54	0	0	0
Current Quarter	Thursday	4	DGen | EN	EUR	4.1	689	7	0.0102	0.4	2.82	0	0	0
Current Quarter	Wednesday	11	DGen | EN	EUR	0.36	2457	7	0.0028	0.13	0.89	0	0	0
Current Quarter	Monday	3	DGen | EN	EUR	10.69	509	9	0.0177	0.6	5.44	0	0	0
Current Quarter	Monday	5	DGen | EN	EUR	3.71	197	1	0.0051	0.73	0.73	0	0	0
Current Quarter	Saturday	14	S | General | UK	EUR	147.73	4	1	0.25	0.59	0.59	0	0	0
Current Quarter	Thursday	3	PMax | Rem | US | EN	EUR	3.22	94	1	0.0106	0.3	0.3	0	0	0
Current Quarter	Wednesday	22	ADa_Panty_NL	EUR	9.35	891	58	0.06509999999999999	0.14	8.33	0	0	0
Current Quarter	Thursday	19	Sh | General | NL	EUR	55.63	32	2	0.0625	0.89	1.78	0	0	0
Current Quarter	Tuesday	6	Sh | General | NL	EUR	132	10	1	0.1	1.32	1.32	0	0	0
Current Quarter	Saturday	21	S | Brand | EU | DE	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Friday	20	S | Brand | EU | DE	EUR	25	2	1	0.5	0.05	0.05	0	0	0
Current Quarter	Friday	0	PMax | Rem | NL | New	EUR	13.42	249	20	0.0803	0.17	3.34	0	0	0
Current Quarter	Thursday	20	PMax | Rem | NL | New	EUR	26.12	906	44	0.0486	0.54	23.66	0.0455	2	11.83
Current Quarter	Wednesday	16	PMax | Rem | NL | New	EUR	15.08	562	23	0.0409	0.37	8.48	0	0	0
Current Quarter	Wednesday	17	PMax | Rem | NL | New	EUR	9.29	557	35	0.06280000000000001	0.15	5.18	0	0	0
Current Quarter	Wednesday	20	PMax | Rem | NL | New	EUR	16.42	854	38	0.0445	0.37	14.02	0	0	0
Current Quarter	Saturday	2	S | General | EU | EN	EUR	35.19	27	2	0.0741	0.48	0.95	0	0	0
Current Quarter	Tuesday	23	S | General | EU | EN	EUR	51.88	46	5	0.1087	0.48	2.39	0	0	0
Current Quarter	Tuesday	4	PMax | Rem | CA | EN	EUR	1.24	22	1	0.0455	0.03	0.03	0	0	0
Current Quarter	Monday	5	PMax | Rem | CA | EN	EUR	3.23	32	2	0.0625	0.05	0.1	0	0	0
Current Quarter	Sunday	13	PMax | Rem | CA | EN	EUR	1.32	4	1	0.25	0.01	0.01	0	0	0
Current Quarter	Friday	17	ADa_Pants_NL	EUR	2.94	298	12	0.0403	0.07	0.88	0	0	0
Current Quarter	Wednesday	22	ADa_Pants_NL	EUR	28.02	315	7	0.0222	1.26	8.83	0	0	0
Current Quarter	Sunday	19	ADa_Pants_NL	EUR	8.98	218	11	0.0505	0.18	1.96	0	0	0
Current Quarter	Tuesday	19	S | General | NL	EUR	125	60	5	0.0833	1.5	7.5	0	0	0
Current Quarter	Tuesday	21	S | General | NL	EUR	59.07	72	2	0.0278	2.13	4.25	0	0	0
Current Quarter	Wednesday	20	PMax | Rem | EU | EN	EUR	16.16	481	16	0.0333	0.49	7.77	0	0	0
Current Quarter	Monday	10	PMax | Rem | EU | EN	EUR	3.13	689	25	0.0363	0.09	2.16	0.04	1	2.16
Current Quarter	Monday	11	PMax | Rem | EU | EN	EUR	10.41	610	22	0.0361	0.29	6.35	0	0	0
Current Quarter	Wednesday	7	S | General | UK	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Friday	13	PMax | Rem | US | EN	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Wednesday	7	PMax | Rem | US | EN	EUR	0	27	0	0	0	0	0	0	0
Current Quarter	Sunday	10	PMax | Rem | US | EN	EUR	0	5	0	0	0	0	0	0	0
Current Quarter	Saturday	4	ADa_Panty_NL	EUR	0	21	0	0	0	0	0	0	0
Current Quarter	Tuesday	2	ADa_Panty_NL	EUR	0	42	0	0	0	0	0	0	0
Current Quarter	Friday	7	PMax | Rem | CA | EN	EUR	0.76	4	0	0	0	0	0	0	0
Current Quarter	Friday	19	PMax | Rem | AU-NZ | EN	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Wednesday	22	PMax | Rem | AU-NZ | EN	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Friday	20	ADa_Brand_NL	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Saturday	1	S | Brand | NL	EUR	51.67	6	2	0.3333	0.16	0.31	1	2	0.16
Current Quarter	Friday	6	S | Brand | NL	EUR	29.1	8	3	0.375	0.08	0.23	0	0	0
Current Quarter	Friday	23	S | Brand | NL	EUR	124.17	12	6	0.5	0.25	1.49	0.1667	1	1.49
Current Quarter	Thursday	0	S | Brand | NL	EUR	149.96	2	1	0.5	0.3	0.3	0	0	0
Current Quarter	Monday	17	S | Brand | NL	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Saturday	11	PMax | Rem | DE	EUR	33.95	347	26	0.07490000000000001	0.45	11.78	0	0	0
Current Quarter	Tuesday	0	PMax | Rem | DE	EUR	4.35	198	2	0.0101	0.43	0.86	0	0	0
Current Quarter	Friday	19	PMax | Rem | UK	EUR	14.34	113	10	0.0885	0.16	1.62	0	0	0
Current Quarter	Friday	22	PMax | Rem | UK	EUR	6.78	275	26	0.09449999999999999	0.07	1.87	0	0	0
Current Quarter	Tuesday	22	PMax | Rem | UK	EUR	13.16	122	8	0.06559999999999999	0.2	1.61	0	0	0
Current Quarter	Sunday	21	PMax | Rem | UK	EUR	16.92	143	9	0.0629	0.27	2.42	0	0	0
Current Quarter	Thursday	18	PMAX | shopping | EU | EN	EUR	3.15	201	3	0.0149	0.21	0.63	0	0	0
Current Quarter	Tuesday	22	PMAX | shopping | EU | EN	EUR	15.37	350	6	0.0171	0.9	5.38	0	0	0
Current Quarter	Sunday	8	PMAX | shopping | EU | EN	EUR	11.5	385	6	0.0156	0.74	4.43	0	0	0
Current Quarter	Saturday	17	DGen | EN	EUR	0.38	4418	13	0.0029	0.13	1.66	0	0	0
Current Quarter	Friday	3	DGen | EN	EUR	40.38	179	4	0.0223	1.81	7.23	0	0	0
Current Quarter	Thursday	14	DGen | EN	EUR	0.33	3410	8	0.0023	0.14	1.11	0	0	0
Current Quarter	Wednesday	20	DGen | EN	EUR	0.35	4099	8	0.002	0.18	1.44	0	0	0
Current Quarter	Monday	0	DGen | EN	EUR	4.42	1160	14	0.0121	0.37	5.12	0	0	0
Current Quarter	Tuesday	15	S | General | UK	EUR	35.71	14	1	0.07139999999999999	0.5	0.5	0	0	0
Current Quarter	Wednesday	17	PMax | Rem | US | EN	EUR	21.43	49	1	0.0204	1.05	1.05	0	0	0
Current Quarter	Tuesday	21	PMax | Rem | US | EN	EUR	5.41	74	1	0.0135	0.4	0.4	0	0	0
Current Quarter	Sunday	20	PMax | Rem | US | EN	EUR	21.29	85	1	0.0118	1.81	1.81	0	0	0
Current Quarter	Thursday	9	ADa_Panty_NL	EUR	20.16	749	37	0.04940000000000001	0.41	15.1	0	0	0
Current Quarter	Wednesday	3	ADa_Panty_NL	EUR	2.04	43	1	0.0233	0.09	0.09	0	0	0
Current Quarter	Monday	13	ADa_Panty_NL	EUR	12.22	45	1	0.0222	0.55	0.55	0	0	0
Current Quarter	Monday	15	ADa_Panty_NL	EUR	45.12	29	2	0.069	0.65	1.31	0	0	0
Current Quarter	Monday	15	Sh | General | NL	EUR	27.58	91	3	0.033	0.84	2.51	0	0	0
Current Quarter	Sunday	20	S | Brand | EU | DE	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Saturday	7	PMax | Rem | NL | New	EUR	11.49	420	42	0.1	0.11	4.83	0.0238	1	4.83
Current Quarter	Tuesday	16	PMax | Rem | NL | New	EUR	11.6	448	25	0.0558	0.21	5.2	0.04	1	5.2
Current Quarter	Monday	16	PMax | Rem | NL | New	EUR	16.97	722	45	0.0623	0.27	12.25	0.0111	0.5	24.51
Current Quarter	Friday	11	S | General | EU | EN	EUR	49.16	132	5	0.0379	1.3	6.49	0	0	0
Current Quarter	Tuesday	15	S | General | EU | EN	EUR	27.21	165	5	0.0303	0.9	4.49	0	0	0
Current Quarter	Monday	10	S | General | EU | EN	EUR	78.38	105	8	0.0762	1.03	8.23	0	0	0
Current Quarter	Monday	18	S | General | EU | EN	EUR	60.4	48	3	0.0625	0.97	2.9	0	0	0
Current Quarter	Sunday	17	S | General | EU | EN	EUR	112.71	85	4	0.0471	2.4	9.58	0	0	0
Current Quarter	Thursday	22	PMax | Rem | CA | EN	EUR	565.21	7	2	0.2857	1.98	3.96	0	0	0
Current Quarter	Monday	20	PMax | Rem | CA | EN	EUR	1.08	13	1	0.07690000000000001	0.01	0.01	0	0	0
Current Quarter	Saturday	11	ADa_Pants_NL	EUR	6.08	189	9	0.0476	0.13	1.15	0	0	0
Current Quarter	Saturday	13	ADa_Pants_NL	EUR	7.07	202	12	0.0594	0.12	1.43	0	0	0
Current Quarter	Friday	0	ADa_Pants_NL	EUR	15.95	42	1	0.0238	0.67	0.67	0	0	0
Current Quarter	Thursday	7	ADa_Pants_NL	EUR	25.9	211	5	0.0237	1.09	5.47	0	0	0
Current Quarter	Thursday	16	ADa_Pants_NL	EUR	5.46	295	5	0.0169	0.32	1.61	0	0	0
Current Quarter	Sunday	22	ADa_Pants_NL	EUR	9.43	433	24	0.0554	0.17	4.09	0	0	0
Current Quarter	Wednesday	8	S | General | NL	EUR	581.7	53	3	0.0566	10.28	30.83	0	0	0
Current Quarter	Monday	10	S | General | NL	EUR	114.9	98	5	0.051	2.25	11.26	0	0	0
Current Quarter	Sunday	19	S | Brand | EU | EN	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Saturday	7	PMax | Rem | EU | EN	EUR	8.18	305	33	0.1082	0.08	2.5	0	0	0
Current Quarter	Saturday	19	PMax | Rem | EU | EN	EUR	13.89	524	33	0.063	0.22	7.28	0	0	0
Current Quarter	Friday	3	PMax | Rem | EU | EN	EUR	0.69	78	1	0.0128	0.05	0.05	0	0	0
Current Quarter	Tuesday	8	PMax | Rem | EU | EN	EUR	4.64	759	14	0.0184	0.25	3.52	0	0	0
Current Quarter	Monday	0	PMax | Rem | EU | EN	EUR	11.23	163	16	0.09820000000000001	0.11	1.83	0	0	0
Current Quarter	Sunday	11	PMax | Rem | EU | EN	EUR	16.03	407	21	0.0516	0.31	6.52	0	0	0
Current Quarter	Thursday	11	PMax | Rem | AU-NZ | EN	EUR	4.73	157	2	0.0127	0.37	0.74	0	0	0
Current Quarter	Thursday	23	PMax | Rem | AU-NZ | EN	EUR	100	9	1	0.1111	0.9	0.9	0	0	0
Current Quarter	Wednesday	4	S | General | UK	EUR	0	1	0	0	0	0	0	0	0
Current Quarter	Saturday	8	PMax | Rem | US | EN	EUR	0	9	0	0	0	0	0	0	0
Current Quarter	Thursday	21	PMax | Rem | US | EN	EUR	0	7	0	0	0	0	0	0	0
Current Quarter	Saturday	15	ADa_Panty_NL	EUR	0	25	0	0	0	0	0	0	0
Current Quarter	Thursday	1	Sh | General | NL	EUR	0	6	0	0	0	0	0	0	0
Current Quarter	Thursday	13	Sh | General | NL	EUR	0	24	0	0	0	0	0	0	0
Current Quarter	Thursday	7	PMax | Rem | CA | EN	EUR	3	9	0	0	0	0.03	0	0	0
Current Quarter	Wednesday	16	PMax | Rem | CA | EN	EUR	0	6	0	0	0	0	0	0	0
Current Quarter	Sunday	0	PMax | Rem | CA | EN	EUR	1.37	17	0	0	0	0.02	0	0	0
Current Quarter	Thursday	3	ADa_Pants_NL	EUR	0	8	0	0	0	0	0	0	0
Current Quarter	Sunday	1	ADa_Pants_NL	EUR	1.06	31	0	0	0	0.03	0	0	0
Current Quarter	Wednesday	20	PMax | Rem | AU-NZ | EN	EUR	0	4	0	0	0	0	0	0	0
Current Quarter	Monday	13	PMax | Rem | AU-NZ | EN	EUR	0.58	10	0	0	0	0.01	0	0	0
Current Quarter	Wednesday	21	S | Brand | NL	EUR	2	10	2	0.2	0.01	0.02	0.5	1	0.02
Current Quarter	Sunday	21	S | Brand | NL	EUR	20	14	5	0.3571	0.06	0.28	0	0	0
Current Quarter	Saturday	4	PMax | Rem | DE	EUR	9.58	62	2	0.0323	0.3	0.59	0	0	0
Current Quarter	Friday	12	PMax | Rem | DE	EUR	15.51	365	17	0.0466	0.33	5.66	0	0	0
Current Quarter	Thursday	8	PMax | Rem | DE	EUR	17.87	313	15	0.0479	0.37	5.59	0	0	0
Current Quarter	Sunday	0	PMax | Rem | DE	EUR	30.1	194	17	0.0876	0.34	5.84	0	0	0
Current Quarter	Sunday	4	PMax | Rem | DE	EUR	9.46	32	1	0.0313	0.3	0.3	0	0	0
Current Quarter	Saturday	3	PMax | Rem | UK	EUR	1.14	48	3	0.0625	0.02	0.05	0	0	0
Current Quarter	Saturday	13	PMax | Rem | UK	EUR	13.56	85	4	0.0471	0.29	1.15	0	0	0
Current Quarter	Wednesday	16	PMax | Rem | UK	EUR	1.83	108	4	0.03700000000000001	0.05	0.2	0	0	0
Current Quarter	Tuesday	10	PMax | Rem | UK	EUR	17.56	202	7	0.0347	0.51	3.55	0.1429	1	3.55
Current Quarter	Saturday	16	PMAX | shopping | EU | EN	EUR	0.5	160	1	0.0063	0.08	0.08	0	0	0
Current Quarter	Saturday	23	PMAX | shopping | EU | EN	EUR	1.65	218	1	0.0046	0.36	0.36	0	0	0
Current Quarter	Friday	7	DGen | EN	EUR	0.55	1373	3	0.0022	0.25	0.76	0	0	0
Current Quarter	Thursday	1	DGen | EN	EUR	0.34	178	2	0.0112	0.03	0.06	0	0	0
Current Quarter	Tuesday	10	DGen | EN	EUR	0.65	2026	12	0.0059	0.11	1.31	0	0	0
Current Quarter	Wednesday	16	S | General | UK	EUR	61.43	21	1	0.0476	1.29	1.29	0	0	0
Current Quarter	Wednesday	5	ADa_Panty_NL	EUR	6.3	45	4	0.0889	0.07	0.28	0	0	0
Current Quarter	Wednesday	6	ADa_Panty_NL	EUR	29.71	66	3	0.0455	0.65	1.96	0	0	0
Current Quarter	Wednesday	9	ADa_Panty_NL	EUR	9.95	154	7	0.0455	0.22	1.53	0	0	0
Current Quarter	Wednesday	14	Sh | General | NL	EUR	202.86	7	1	0.1429	1.42	1.42	0	0	0
Current Quarter	Saturday	7	S | Brand | EU | DE	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Saturday	9	S | Brand | EU | DE	EUR	5	2	1	0.5	0.01	0.01	0	0	0
Current Quarter	Thursday	5	PMax | Rem | NL | New	EUR	16.13	80	6	0.075	0.22	1.29	0	0	0
Current Quarter	Monday	6	PMax | Rem | NL | New	EUR	4.41	191	14	0.0733	0.06	0.84	0	0	0
Current Quarter	Monday	13	PMax | Rem | NL | New	EUR	19.36	809	42	0.0519	0.37	15.66	0.0119	0.5	31.32
Current Quarter	Sunday	0	PMax | Rem | NL | New	EUR	5.8	329	17	0.0517	0.11	1.91	0	0	0
Current Quarter	Saturday	14	S | General | EU | EN	EUR	53.75	69	4	0.058	0.93	3.71	0	0	0
Current Quarter	Friday	19	ADa_Pants_NL	EUR	8.53	349	15	0.043	0.2	2.98	0	0	0
Current Quarter	Wednesday	4	ADa_Pants_NL	EUR	11.12	19	4	0.2105	0.05	0.21	0	0	0
Current Quarter	Tuesday	16	ADa_Pants_NL	EUR	6.84	274	14	0.05110000000000001	0.13	1.87	0	0	0
Current Quarter	Sunday	8	ADa_Pants_NL	EUR	7.76	170	10	0.0588	0.13	1.32	0	0	0
Current Quarter	Sunday	14	ADa_Pants_NL	EUR	12.52	131	1	0.0076	1.64	1.64	0	0	0
Current Quarter	Wednesday	16	S | General | NL	EUR	242.99	33	4	0.1212	2	8.02	0.25	1	8.02
Current Quarter	Tuesday	3	S | General | NL	EUR	157.5	8	1	0.125	1.26	1.26	0	0	0
Current Quarter	Monday	20	S | General | NL	EUR	19.78	89	2	0.0225	0.88	1.76	0	0	0
Current Quarter	Sunday	7	S | General | NL	EUR	41.77	62	1	0.0161	2.59	2.59	0	0	0
Current Quarter	Friday	11	PMax | Rem | EU | EN	EUR	5.54	418	19	0.0455	0.12	2.32	0	0	0
Current Quarter	Thursday	14	PMax | Rem | EU | EN	EUR	11.89	373	18	0.0483	0.25	4.43	0	0	0
Current Quarter	Tuesday	20	PMax | Rem | EU | EN	EUR	7.96	514	22	0.0428	0.19	4.09	0	0	0
Current Quarter	Monday	19	PMax | Rem | EU | EN	EUR	3.3	1002	36	0.0359	0.09	3.31	0	0	0
Current Quarter	Sunday	22	PMax | Rem | AU-NZ | EN	EUR	160.73	21	3	0.1429	1.13	3.38	0	0	0
Current Quarter	Tuesday	9	ADa_Brand_NL	EUR	5	2	1	0.5	0.01	0.01	1	1	0.01
Current Quarter	Friday	10	S | General | UK	EUR	0	3	0	0	0	0	0	0	0
Current Quarter	Thursday	13	PMax | Rem | US | EN	EUR	0	30	0	0	0	0	0	0	0
Current Quarter	Monday	17	PMax | Rem | US | EN	EUR	0	16	0	0	0	0	0	0	0
Current Quarter	Saturday	5	ADa_Panty_NL	EUR	0	10	0	0	0	0	0	0	0
Current Quarter	Saturday	4	S | General | EU | EN	EUR	0	15	0	0	0	0	0	0	0
Current Quarter	Wednesday	4	S | General | EU | EN	EUR	0	10	0	0	0	0	0	0	0
Current Quarter	Friday	5	S | General | NL	EUR	0	6	0	0	0	0	0	0	0
Current Quarter	Friday	13	S | Brand | NL	EUR	85.71	7	4	0.5714	0.15	0.6	0.25	1	0.6
Current Quarter	Friday	22	S | Brand | NL	EUR	87	10	3	0.3	0.29	0.87	0	0	0
Current Quarter	Thursday	6	S | Brand | NL	EUR	655	2	1	0.5	1.31	1.31	0	0	0
Current Quarter	Monday	21	S | Brand | NL	EUR	140	4	1	0.25	0.56	0.56	0	0	0
Current Quarter	Friday	21	PMax | Rem | DE	EUR	10.94	381	8	0.021	0.52	4.17	0	0	0
Current Quarter	Monday	5	PMax | Rem | DE	EUR	63.91	78	8	0.1026	0.62	4.99	0.125	1	4.99
Current Quarter	Saturday	1	PMax | Rem | UK	EUR	19.02	87	5	0.0575	0.33	1.66	0	0	0
Current Quarter	Tuesday	2	PMax | Rem | UK	EUR	42.96	68	4	0.0588	0.73	2.92	0	0	0
Current Quarter	Sunday	1	PMax | Rem | UK	EUR	27.46	41	1	0.0244	1.13	1.13	0	0	0
Current Quarter	Saturday	8	PMAX | shopping | EU | EN	EUR	1.19	209	5	0.0239	0.05	0.25	0	0	0
Current Quarter	Thursday	15	PMAX | shopping | EU | EN	EUR	2.85	300	2	0.0067	0.43	0.85	0	0	0
Current Quarter	Tuesday	2	PMAX | shopping | EU | EN	EUR	12.35	17	1	0.0588	0.21	0.21	0	0	0
Current Quarter	Sunday	6	PMAX | shopping | EU | EN	EUR	3.92	124	2	0.0161	0.24	0.49	0	0	0
Current Quarter	Sunday	9	PMAX | shopping | EU | EN	EUR	3.89	530	7	0.0132	0.29	2.06	0	0	0
Current Quarter	Tuesday	4	DGen | EN	EUR	0.69	364	2	0.005500000000000001	0.12	0.25	0	0	0
Current Quarter	Sunday	15	DGen | EN	EUR	0.4	4215	11	0.0026	0.15	1.69	0	0	0
